Time Recorded,Total Apps,Store Entry Used,,,,,,,,,,,,
2/22/2018 11:25,1613,http://store.steampowered.com/search/?tags=21978&vrsupport=401,,,,,,,,,,,,
,,,,,,,,,,,,,,
Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
475520,Holodaze,2.99,19-May-16,70%,10,Sysdia Games,Sysdia Games,"Action, Casual, Indie",Single-player,"Action (21), Indie (21), Casual (20), VR (6)",,741 +/- 1025,741 +/- 1025,100.00%
471270,Leave The Nest,2.99,27-May-16,0%,0,Kaio Interactive,Kaio Interactive,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards","Indie (22), Action (22), Casual (22), VR (6), VR Only (1)",,1847 +/- 1616,745 +/- 1459,40.34%
472720,Car Car Crash Hands On Edition,4.99,5-Jul-16,0%,0,Chocolatefudge Games,Chocolatefudge Games,"Action, Casual, Indie, Early Access",Single-player,"Early Access (24), Casual (21), Action (21), Indie (21), VR (6), VR Only (1)",,732 +/- 1434,732 +/- 1434,100.00%
494370,Orbital Strike: Arena,14.99,12-Jul-16,77%,22,Sandglass Games LLC,Sandglass Games LLC,"Action, Indie, Early Access","Multi-player, Online Multi-Player, Online Co-op","Early Access (24), Action (21), Indie (21), VR (6)",,739 +/- 1022,739 +/- 1022,100.00%
342190,Skyworld,39.99,17-Oct-17,78%,84,"Vertigo Games, Wolfdog Interactive",Vertigo Games,"Indie, Strategy","Single-player, Multi-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, VR Support, Steam Cloud","Indie (34), Strategy (33), VR (19), Multiplayer (15), VR Only (1)",2,2474 +/- 1530,2474 +/- 1530,100.00%
488150,Octoshield VR,4.99,14-Jun-16,70%,27,Potato Games,Potato Games,"Action, Indie, Simulation, Sports, Early Access","Single-player, Steam Cloud","Early Access (36), Sports (32), Indie (31), Action (31), Simulation (30), VR (16)",,747 +/- 1034,-1 +/- ,%
500360,VRMultigames,9.99,25-Jul-16,76%,69,Mad Triangles,Mad Triangles,"Action, Casual, Free to Play, Indie, Sports",Single-player,"Action (27), Indie (25), Sports (23), Free to Play (22), Casual (22), VR (22)",1,56665 +/- 7324,19796 +/- 4329,34.94%
499760,Redswood VR,3.99,18-Aug-16,72%,29,Patrick Beavers,B__Vers,"Adventure, Indie, Early Access",Single-player,"Early Access (24), Adventure (21), Indie (21), VR (6)",,-1 +/- ,-1 +/- ,%
500480,Fist of Physics,9.99,14-Dec-16,76%,30,Midas Touch Game,Midas Touch Game,"Action, Indie, Simulation, Sports, Early Access",Single-player,"Early Access (33), Simulation (30), Action (21), Indie (21), Sports (20), Physics (11), Robots (10), VR (8)",1,1485 +/- 1185,1482 +/- 1450,99.80%
506550,RollerForce,4.99,14-Sep-16,73%,23,Headtrip Games llc,Headtrip Games llc,"Action, Casual, Indie, Racing",Single-player,"Action (22), Indie (21), Racing (21), Casual (20), VR (8)",1,1485 +/- 1185,1111 +/- 1255,74.81%
506780,Think Space,6.99,26-Jul-16,78%,14,"Funly, LLC","Funly, LLC","Design & Illustration, Utilities",,"Design & Illustration (33), Utilities (31), VR (13), Hand-drawn (12), Multiplayer (11), Indie (11), Real-Time (10), Experience (10)",,1237 +/- 1082,1237 +/- 1082,100.00%
505680,Glaive,0.99,26-Jul-16,76%,13,"Nest Egg Games, LLC","Nest Egg Games, LLC","Violent, Gore, Action, Indie",Single-player,"Action (21), Indie (21), Gore (20), Violent (20), VR (7)",,1482 +/- 1450,1111 +/- 1255,74.97%
504420,Malazard: The Master of Magic,7.99,17-Nov-16,72%,18,Invictus Games Ltd.,Invictus Games Ltd.,"Action, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards","Action (21), Indie (21), VR (6)",,2969 +/- 1676,745 +/- 1459,25.09%
523180,Doritos VR Battle,2.99,4-Nov-16,71%,14,Capitola VR,Capitola VR,"Action, Casual, Indie",Single-player,"Action (21), Casual (21), Indie (21), VR (6)",,2616 +/- 1935,1495 +/- 1462,57.15%
520470,Music Inside: A VR Rhythm Game,14.99,5-Sep-16,70%,50,Reality Reflection,Reality Reflection,"Casual, Indie","Single-player, Online Multi-Player, Cross-Platform Multiplayer, Steam Achievements, Steam Cloud","Indie (22), Casual (21), Rhythm (13), Music (13), VR (8)",1,3217 +/- 1745,3363 +/- 2194,104.54%
520510,Tribocalypse VR,6.99,3-Feb-17,0%,0,Totemic Entertainment Ltd,Totemic Entertainment Ltd,"Action, Casual, Indie",Single-player,"Indie (22), Action (21), Casual (20), VR (17), Tower Defense (12), VR Only (1)",,4701 +/- 2109,2242 +/- 1791,47.69%
495830,Endless Labyrinth,0.99,8-Aug-16,72%,11,Mike Prosser,Mike Prosser,Casual,Single-player,"Casual (22), VR (14)",1,2249 +/- 2543,1499 +/- 2076,66.65%
496180,GE Neuro,0,5-Sep-16,75%,28,Kite & Lightning,Kite & Lightning,"Casual, Simulation",Single-player,"Casual (21), Simulation (20), VR (6)",,28704 +/- 5212,7423 +/- 2651,25.86%
493290,World VR Competition,11.99,6-Dec-16,78%,14,MT Worlds,MT Worlds,"Casual, Sports","Single-player, Multi-player, Local Multi-Player","Sports (21), Casual (21), VR (11), Local Multiplayer (11), Local Co-Op (10)",1,990 +/- 968,1111 +/- 1255,112.22%
544410,Potioneer: The VR Gardening Simulator,9.99,20-Oct-16,76%,13,Focus on Fun Games,Focus on Fun Games,"Adventure, Casual, Indie, Simulation, Early Access",Single-player,"Early Access (25), Adventure (22), Simulation (22), Indie (22), Casual (22), VR (9)",,5691 +/- 2321,741 +/- 1025,13.02%
542960,Pumpkin SculptrVR,0,21-Oct-16,0%,0,SculptrVR,SculptrVR,Indie,"Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op","Indie (22), VR (7), VR Only (1)",2,15094 +/- 3780,2227 +/- 1452,14.75%
544590,Death Dojo,0,8-Nov-16,70%,62,Ken Watanabe,Ken Watanabe,"Violent, Action",Single-player,"Action (21), VR (6)",2,25734 +/- 4935,14352 +/- 3686,55.77%
544800,Driftwatch VR,2.99,1-Dec-16,0%,0,Sevenedge Interactive Media,Sevenedge Interactive Media,Action,"Single-player, Steam Achievements, Stats","Action (22), VR (5), VR Only (1)",,3464 +/- 1811,739 +/- 1022,21.33%
543710,Cogito,5.99,14-Oct-16,76%,13,Evan Downing,Evan Downing,Indie,Single-player,"Indie (22), Puzzle (14), VR (7)",,1108 +/- 1252,745 +/- 1459,67.24%
547850,Trump Simulator VR,0.99,27-Oct-16,76%,47,Christine Barron,"The Family Collective, LLC","Casual, Simulation",Single-player,"Simulation (24), Casual (22), Memes (9), VR (9), Politics (5), Psychological Horror (5), Political (5)",,3959 +/- 1936,2722 +/- 1605,68.75%
544130,Whack-a-Vote: Hammering the Polls,0,2-Nov-16,76%,13,Subreality Studios LLC.,Exforsys Inc.,"Casual, Indie",Single-player,"Indie (23), Casual (22), VR (12), Memes (5)",,12620 +/- 3456,2955 +/- 2044,23.42%
546150,Primordian,24.99,19-Jan-18,78%,52,Stonepunk Studios,Stonepunk Studios,"Violent, Gore, Action, Adventure, Early Access","Single-player, Steam Trading Cards","Early Access (26), Adventure (23), Gore (23), Violent (23), Action (22), VR (16)",2,1237 +/- 1082,1237 +/- 1082,100.00%
548860,The Torus Syndicate,14.99,22-Nov-16,76%,21,Codeate,Codeate,"Action, Adventure, Indie, Early Access","Single-player, Steam Cloud","Early Access (36), Adventure (32), Action (31), Indie (31), VR (15)",1,1485 +/- 1185,1485 +/- 1185,100.00%
548560,Manastorm: Champions of G'nar,4.99,3-Jan-17,78%,60,DaGGaSoft,DaGGaSoft,"Indie, RPG, Simulation, Strategy, Early Access",Single-player,"Early Access (25), Strategy (22), Indie (21), Simulation (21), RPG (20), VR (11), Card Game (6)",1,1111 +/- 1255,1111 +/- 1255,100.00%
548360,VR RunningJoe,4.99,31-Oct-16,75%,12,ELIOT,ELIOT,"Casual, Racing","Single-player, Partial Controller Support","Casual (23), Racing (22), VR (6)",,739 +/- 1022,745 +/- 1459,100.81%
549000,Munch VR,14.99,17-Feb-17,73%,19,Mostly Harmless Games,Mostly Harmless Games,"Adventure, Casual, Indie","Single-player, Steam Leaderboards","Casual (23), Indie (21), Family Friendly (20), Adventure (20), Cute (19), VR (8)",2,3464 +/- 1811,2236 +/- 2528,64.55%
561230,Special Delivery,9.99,16-Dec-16,75%,16,Meerkat Gaming,Meerkat Gaming,"Action, Casual, Indie, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards","Indie (21), Simulation (21), Action (21), Casual (21), VR (16), Family Friendly (10)",,741 +/- 1025,741 +/- 1025,100.00%
555230,The table at war VR,14.99,16-Jan-17,0%,0,KudaiGame,KudaiGame,"Casual, Simulation, Strategy","Single-player, Online Multi-Player","Strategy (31), Simulation (21), Casual (21), VR (11), VR Only (1)",,745 +/- 1459,745 +/- 1459,100.00%
554680,Crazy Saloon VR,9.99,30-Nov-16,70%,10,Monsieur K,Monsieur K,"Action, Simulation",Single-player,"Action (21), Simulation (20), VR (8)",,-1 +/- ,-1 +/- ,%
455190,Domain Defense VR,9.99,11-May-17,0%,0,Inclusion Studios,Inclusion Studios,"Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats",,,-1 +/- ,-1 +/- ,%
565670,Kunlun Fight,19.99,16-Dec-16,73%,15,"Touch Art Technology Co.,Ltd","Touch Art Technology Co.,Ltd","Action, Sports, Early Access",Single-player,"Early Access (36), Action (32), Sports (32), VR (17)",2,747 +/- 1034,747 +/- 1034,100.00%
567840,Brush Up VR,0.99,1-Feb-17,0%,0,Games That Work,Games That Work,"Casual, Indie, Early Access","Single-player, Steam Achievements","Early Access (24), Indie (21), Casual (21), VR (12), First-Person (11), Short (11), Family Friendly (11), Experimental (11), Cartoony (11), Colorful (11), Robots (11), VR Only (1)",1,750 +/- 1468,-1 +/- ,%
569370,Bitdude,0,16-May-17,0%,0,Will Mearns,Wicked Manatee Games,"Casual, Free to Play, Indie","Single-player, Partial Controller Support","Early Access (37), Free to Play (33), Casual (32), Indie (31), VR (17), VR Only (1)",,28951 +/- 5235,15094 +/- 3780,52.14%
569640,ZombieFight VR,19.99,15-Jun-17,71%,42,"Beijing Elysium Interactive Technology Co.,Ltd.","Beijing Elysium Interactive Technology Co.,Ltd.","Action, Adventure, RPG",Single-player,"Action (26), Adventure (23), RPG (22), Zombies (12), VR (8)",3,1485 +/- 1185,1237 +/- 1082,83.30%
568800,Summer times Afternoon,7.99,23-Dec-16,76%,17,Accenthd,Accenthd,"Action, Adventure, Casual",Single-player,"Action (31), Casual (31), Adventure (31), VR (17), Puzzle (12), Drama (11)",,742 +/- 838,747 +/- 1034,100.67%
566350,Quizality,4.99,14-Mar-17,0%,0,UV Games Ltd,UV Games Ltd,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Leaderboards","Indie (21), Casual (21), Strategy (20), VR (6), VR Only (1)",,3712 +/- 1874,1491 +/- 2064,40.17%
553450,The Purge Day,2.99,25-Nov-16,73%,23,Red Limb Studio,Red Limb Studio,"Violent, Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards","Indie (23), Violent (22), Action (22), Horror (13), Aliens (11), Dark (10), Bullet Time (10), First-Person (10), Demons (10), Post-apocalyptic (10), VR (9)",1,4701 +/- 2109,2474 +/- 1530,52.63%
575600,2017 VR,19.99,8-May-17,73%,93,Tungsten Games,Tungsten Games,"Gore, Action, Indie, RPG","Single-player, Online Multi-Player, Online Co-op, Steam Leaderboards","Action (25), Indie (24), Gore (24), RPG (24), VR (11), Zombies (7)",17,2969 +/- 1676,2969 +/- 1676,100.00%
576100,Unknown Pharaoh,5.99,5-Jan-17,77%,22,4 Fun Studio,4 Fun Studio,"Adventure, Casual, Indie",Single-player,"Indie (21), Adventure (21), Casual (21), VR (6)",,11135 +/- 3246,1732 +/- 1280,15.55%
572660,Nick,0,1-Dec-17,75%,40,Firstborn Games,Firstborn Games,"Action, Free to Play, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards","Free to Play (25), Indie (24), Action (22), Strategy (22), VR (18), Horror (10)",2,30188 +/- 5345,15094 +/- 3780,50.00%
572000,President Erect VR,0,20-Dec-16,77%,58,Ape Man Robot,Lines Media Corp.,"Sexual Content, Casual, Free to Play, Indie","Single-player, Steam Achievements, Steam Leaderboards","Free to Play (25), Sexual Content (25), Casual (23), Indie (21), VR (8)",1,20785 +/- 4435,14599 +/- 3717,70.24%
586360,Pyro VR,8.99,8-Feb-17,76%,21,Virtual Light VR,Virtual Light VR,"Action, Casual, Simulation, Early Access",Single-player,"Early Access (24), Action (21), Casual (21), Simulation (20), VR (6)",1,747 +/- 1034,747 +/- 1034,100.00%
588560,VRobot: VR Giant Robot Destruction Simulator,14.99,20-Apr-17,77%,18,Luden.io,Nival,"Action, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards","Early Access (85), Action (77), VR (60), Destruction (55), Indie (42), Simulation (35), VR Only (1)",4,5691 +/- 2321,3217 +/- 1745,56.53%
660520,The IOTA Project,0,7-Sep-17,71%,39,DreamSail Games,DreamSail Games,"Action, Free to Play, Indie, Simulation",Single-player,"Simulation (42), Free to Play (39), Action (32), Indie (22), VR (15), Robots (14), Mechs (13)",2,17321 +/- 4049,8661 +/- 2863,50.00%
381310,Proton Pulse,9.99,5-Apr-16,72%,11,"Justin Moravetz, Jake Kaufman",ZeroTransform,Indie,"Single-player, Full controller support","Indie (31), VR (17)",,3737 +/- 2313,1495 +/- 1462,40.01%
375190,VROOM: Aerie,4.99,24-Jun-15,76%,13,VROOM,VROOM,"Action, Adventure, Casual, Indie","Single-player, Full controller support, VR Support","Indie (23), Adventure (23), Casual (23), Action (21), VR (15), Exploration (11)",,1732 +/- 1280,1485 +/- 1185,85.74%
445140,Smell Of Death,9.99,4-Jul-16,75%,44,Alkame Games,Alkame Games,"Action, Indie","Single-player, VR Support","Action (24), Indie (22), Horror (17), Shooter (13), First-Person (12), VR (8)",1,6928 +/- 2561,747 +/- 1034,10.78%
411690,VROOM: Galleon,6.99,27-Oct-15,70%,10,VROOM,VROOM,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, VR Support","Indie (33), Adventure (21), Casual (21), VR (13), Pirates (12), Exploration (11), VR Only (1)",1,747 +/- 1034,747 +/- 1034,100.00%
433630,vrAMP,4.99,27-May-16,74%,39,Oriku Inc,Oriku Inc,"Casual, Indie, Early Access","Single-player, Full controller support","Early Access (35), Indie (31), Casual (31), VR (13), Music-Based Procedural Generation (11), Sci-fi (10), Singleplayer (10), First-Person (10), Atmospheric (10), Music (10)",1,1478 +/- 1445,1108 +/- 1252,74.97%
746610,Train Runner VR™,19.99,19-Dec-17,0%,0,Rocket Worldwide,Rocket Worldwide,"Action, Adventure, Indie",Single-player,,1,750 +/- 1468,750 +/- 1468,100.00%
714580,Google Spotlight Stories: Son of Jaguar,0,30-Oct-17,75%,40,Google Inc.,Google Inc.,"Adventure, Free to Play",Single-player,"Free to Play (22), Adventure (22), VR (7)",2,9650 +/- 3022,4701 +/- 2109,48.72%
460990,The Impossible Travel Agency,4.99,2-Sep-16,70%,27,Holospark,Holospark,Casual,Single-player,"Casual (21), VR (7)",1,2474 +/- 1530,1495 +/- 1462,60.43%
447270,IKEA VR Experience,0,4-Apr-16,73%,240,IKEA Communications AB,IKEA Communications AB,Free to Play,"Single-player, VR Support","Free to Play (170), VR (148), First-Person (93), Family Friendly (64), Simulation (48), Sexual Content (48), Atmospheric (28), Choices Matter (26), Singleplayer (23), RPG (18), Cute (17), Tactical (15), Classic (13), Surreal (9), Casual (9), Sandbox (7), Online Co-Op (7), Replay Value (7), JRPG (6), Puzzle (5)",3,193008 +/- 13515,96751 +/- 9569,50.13%
457380,Storm VR,1.99,23-Mar-17,73%,73,"TeamStormVR, Anrick, UNIT9",TeamStormVR,"Adventure, Casual, Indie, Simulation",Single-player,"Adventure (27), Simulation (26), Indie (23), Casual (22), Episodic (10), VR (9), Survival (8)",1,6186 +/- 2420,4949 +/- 2164,80.00%
457660,Andromedum,1.99,18-Apr-16,71%,14,Imbanova Entertainment Inc.,Imbanova Entertainment Inc.,"Casual, Indie",Single-player,"Indie (21), Casual (20), VR (13), Visual Novel (11)",,739 +/- 1022,739 +/- 1022,100.00%
463400,Spellbound,19.99,5-Sep-16,73%,19,Wobbly Duck Studios,Wobbly Duck Studios,"Action, Adventure, Indie, RPG, Early Access",Single-player,"Early Access (25), Adventure (22), Action (22), RPG (21), Indie (20), VR (10)",,1237 +/- 1082,1482 +/- 1450,119.81%
478950,V ARRR,9.99,10-Jun-16,70%,61,Blackjard Softworks,Blackjard Softworks,"Action, Adventure, Indie, Simulation",Single-player,"Action (32), Adventure (22), Indie (21), Simulation (20), VR (17), Pirates (13)",1,5171 +/- 2705,2955 +/- 2044,57.15%
488150,Octoshield VR,4.99,14-Jun-16,70%,27,Potato Games,Potato Games,"Action, Indie, Simulation, Sports, Early Access","Single-player, Steam Cloud","Early Access (36), Sports (32), Indie (31), Action (31), Simulation (30), VR (16)",,747 +/- 1034,-1 +/- ,%
493620,VR Disc Golf,9.99,18-Jul-16,0%,0,FRS Game Studio,"Front Range Software, LLC","Casual, Indie, Sports","Single-player, Online Multi-Player, Local Multi-Player, Steam Achievements, Stats","Sports (31), Indie (22), Casual (21), Great Soundtrack (20), VR (7), VR Only (1)",,745 +/- 1459,745 +/- 1459,100.00%
504420,Malazard: The Master of Magic,7.99,17-Nov-16,72%,18,Invictus Games Ltd.,Invictus Games Ltd.,"Action, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards","Indie (21), Action (21), VR (6)",,2969 +/- 1676,745 +/- 1459,25.09%
505680,Glaive,0.99,26-Jul-16,76%,13,"Nest Egg Games, LLC","Nest Egg Games, LLC","Violent, Gore, Action, Indie",Single-player,"Indie (21), Action (21), Violent (20), Gore (20), VR (7)",,1482 +/- 1450,1111 +/- 1255,74.97%
506550,RollerForce,4.99,14-Sep-16,73%,23,Headtrip Games llc,Headtrip Games llc,"Action, Casual, Indie, Racing",Single-player,"Action (22), Indie (21), Racing (21), Casual (20), VR (8)",1,1485 +/- 1185,1111 +/- 1255,74.81%
588560,VRobot: VR Giant Robot Destruction Simulator,14.99,20-Apr-17,77%,18,Luden.io,Nival,"Action, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards","Early Access (85), Action (77), VR (60), Destruction (55), Indie (42), Simulation (35), VR Only (1)",4,5691 +/- 2321,3217 +/- 1745,56.53%
589460,Covert Syndrome,0,21-Apr-17,77%,85,Offworld Industries,Offworld Industries,"Violent, Action, Casual, Free to Play, Indie","Single-player, Co-op, Online Co-op, Local Co-op, Steam Achievements, Stats, Steam Leaderboards","Free to Play (38), Action (32), Violent (28), Casual (26), Indie (25), VR (23)",4,38107 +/- 6006,26229 +/- 4983,68.83%
590530,World Builder,9.99,14-Mar-17,76%,13,"Guruji VR, Inc","Guruji VR, Inc","Casual, Indie, Simulation","Single-player, Steam Workshop, Includes level editor","Indie (22), Simulation (21), Casual (20), VR (7)",,1478 +/- 1445,1108 +/- 1252,74.97%
591790,BREACH IT,9.99,30-May-17,70%,86,Domas Sabockis,Domas Sabockis,"Action, Indie, Strategy, Early Access","Multi-player, Online Multi-Player","Early Access (38), Action (34), Strategy (33), Indie (33), VR (18), Multiplayer (14), Simulation (12), Cinematic (10)",1,6681 +/- 2514,3959 +/- 1936,59.26%
582990,Space Fist,15.99,21-Feb-17,76%,46,WING VR,WING VR,"Action, Indie","Single-player, Local Multi-Player, Steam Achievements","Action (21), Indie (20), VR (6)",4,2227 +/- 1452,1980 +/- 1368,88.91%
586830,Mighty Monster Mayhem,14.99,20-Apr-17,72%,11,Rank17,Rank17,"Action, Adventure, Casual, Simulation","Single-player, Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Leaderboards","Action (21), Casual (21), Adventure (21), Simulation (20), VR (8)",3,1732 +/- 1280,1732 +/- 1280,100.00%
586360,Pyro VR,8.99,8-Feb-17,76%,21,Virtual Light VR,Virtual Light VR,"Action, Casual, Simulation, Early Access",Single-player,"Early Access (24), Action (21), Casual (21), Simulation (20), VR (6)",1,747 +/- 1034,747 +/- 1034,100.00%
598690,Dark Legion VR,19.99,7-Mar-17,75%,92,Ice World,Ice World,"Action, Adventure, Casual, Indie, Early Access","Single-player, Steam Achievements, Stats, Steam Leaderboards","Early Access (25), Casual (22), Adventure (22), Indie (21), Action (20), VR (17), FPS (12), VR Only (1)",3,2227 +/- 1452,1732 +/- 1280,77.77%
593260,Planet Defender,6.99,30-Mar-17,0%,0,Fevolution Innovation Inc.,Fevolution Innovation Inc.,"Action, Adventure, Casual, Indie","Single-player, Partial Controller Support",,,990 +/- 968,741 +/- 1025,74.85%
599630,Mountain Mind - Headbanger's VR,9.99,7-Mar-17,0%,0,"Sons Of Earth Games, Arligan",Sons of Earth Games,Indie,"Single-player, Steam Achievements, Steam Trading Cards","Indie (32), VR (16), Great Soundtrack (12), VR Only (1)",,2969 +/- 1676,2242 +/- 1791,75.51%
606360,Mech Skeleton,3.99,21-Mar-17,0%,0,Heavy Kick Games,Heavy Kick Games,"Action, Indie",Single-player,,,2474 +/- 1530,1121 +/- 1266,45.31%
392680,Jeeboman,9.99,5-Apr-16,77%,27,Futuretown,Futuretown,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, VR Support, Stats","Indie (21), Action (21), VR (10)",2,21528 +/- 4514,2722 +/- 1605,12.64%
531270,The Art of Fight | 4vs4 Fast-Paced FPS,24.99,17-Feb-17,71%,299,raptor lab,raptor lab,"Action, Indie","Multi-player, Online Multi-Player, Co-op, Online Co-op, Steam Achievements","Indie (23), Action (23), VR (11), FPS (7), Multiplayer (6), Fast-Paced (5)",1,6681 +/- 2514,6186 +/- 2420,92.59%
624920,Trapped With the Dolls VR,0,23-Apr-17,73%,30,Designated Play Space,Designated Play Space,"Adventure, Free to Play, Indie",Single-player,"Free to Play (22), Adventure (21), Indie (21), VR (7), Horror (6)",1,13362 +/- 3556,6681 +/- 2514,50.00%
613790,RED CUBE VR,8.99,10-May-17,76%,13,"Egidijus Bachur, Bartosh Polonski, Urte Milda Sirvinskaite",Egidijus Bachur,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Trading Cards","Early Access (60), Action (54), Indie (54), Simulation (43), VR (38), Adventure (33), Mystery (13), Singleplayer (13), Psychological Horror (12), Atmospheric (12), Dark (12), Cinematic (12)",2,3737 +/- 2313,2242 +/- 1791,59.99%
612030,Harvest Simulator VR,6.99,25-Nov-17,0%,0,Sakis25 Games,Bolt Virtual,Simulation,Single-player,,1,990 +/- 968,990 +/- 968,100.00%
612190,Fastigium: Dead End,4.99,31-Mar-17,78%,14,ifgames studio,ifgames studio,"Violent, Gore, Action, Adventure, Indie, Simulation",Single-player,"Violent (22), Action (22), Indie (22), Gore (22), Adventure (22), Simulation (21), VR (9)",1,1465 +/- 2028,1465 +/- 2028,100.00%
609170,Drummer Talent VR,19.99,5-May-17,70%,27,Tungsten Games,Tungsten Games,"Casual, Indie, Simulation, Early Access",Single-player,"Early Access (25), Music (22), Indie (21), Casual (21), Simulation (21), VR (8)",3,1237 +/- 1082,1121 +/- 1266,90.62%
611090,Boofle's Home,0,27-Mar-17,76%,13,Eden Agency,Eden Agency,"Casual, Free to Play, Simulation",Single-player,"Free to Play (25), Casual (22), Simulation (22), VR (8)",2,5444 +/- 2270,2722 +/- 1605,50.00%
622290,AVOlight.Space (Multi-Screen Media Player),0,11-Apr-17,0%,0,AVOlight,AVOlight,"Utilities, Video Production, Early Access",,,1,1237 +/- 1082,747 +/- 1034,60.39%
622380,RETNE,0,2-Aug-17,79%,29,"VRNI Ltd, Kainos","VRNI Ltd, Kainos","Adventure, Casual, Free to Play, RPG",Single-player,"Free to Play (44), Adventure (39), Casual (35), RPG (34), VR (22), Family Friendly (15), Puzzle (14), Short (13), Comedy (12)",3,21280 +/- 4488,10640 +/- 3173,50.00%
625800,Tomb Guard VR,9.99,19-May-17,0%,0,CoolGame,JoicyStudio,"Violent, Gore, Action, Adventure, Strategy, Early Access",Single-player,,,-1 +/- ,-1 +/- ,%
628530,Blobby Tennis,0,12-May-17,70%,10,SlinDev,SlinDev,"Indie, Simulation, Sports","Single-player, Steam Achievements","Indie (21), Sports (21), Simulation (21), VR (7)",2,4207 +/- 1995,2722 +/- 1605,64.70%
634060,ObserVRtarium,0,8-Jun-17,0%,0,NSC Creative,NSC Creative,"Simulation, Early Access",Single-player,,2,5196 +/- 2218,3217 +/- 1745,61.91%
589150,Viking Rage,8.99,28-Apr-17,75%,12,N-Gon Entertainment,Headup Games,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards","Action (21), Casual (21), Indie (21), VR (10)",1,742 +/- 838,750 +/- 1468,101.08%
628820,ALaLa: Wake Mi Up!,10.99,15-May-17,0%,0,Fevolution Innovation Inc.,Fevolution Innovation Inc.,"Adventure, Casual, Indie, Strategy","Multi-player, Local Multi-Player, Local Co-op, Shared/Split Screen",,,2236 +/- 2528,745 +/- 1459,33.32%
632520,WiseMind,19.99,13-Jun-17,0%,0,REALITEER Corp.,REALITEER Corp.,"Software Training, Early Access",,,,-1 +/- ,-1 +/- ,%
678060,Super Ultra Monster Smash!,0.99,7-Aug-17,0%,0,Ken Koji,Ken Koji,"Action, Casual, Indie, Simulation",Single-player,,1,2969 +/- 1676,742 +/- 838,24.99%
584200,MultiVR.se,0,20-Jun-17,70%,27,"VRider, Inc.","VRider, Inc.",Utilities,,"Utilities (31), VR (12)",1,9403 +/- 2983,5196 +/- 2218,55.26%
701100,Amoreon NightClub,0,6-Sep-17,79%,34,Citor3 Entertainment Studio,Citor3 Entertainment Studio,"Nudity, Free to Play, Simulation",Single-player,"Nudity (29), Free to Play (24), Simulation (21), VR (7)",1,16331 +/- 3932,11135 +/- 3246,68.18%
721890,ZhanDou (VR and Non-VR),9.99,27-Oct-17,73%,19,KX Games,KX Games,Action,"Multi-player, Online Multi-Player, Co-op, Online Co-op, Full controller support","Action (31), Action-Adventure (11), Action RPG (11), PvE (10), PvP (10), VR (6), VR Only (1)",1,2474 +/- 1530,-1 +/- ,%
526730,Life of Lon: Chapter 1,0,1-Jun-17,77%,31,Block Interval,Block Interval,Adventure,Single-player,"Adventure (31), Puzzle (11), VR (11)",1,8166 +/- 2780,4701 +/- 2109,57.57%
672160,OldMaidGirl,1.99,19-Jul-17,75%,32,Vrai,Vrai,Casual,"Single-player, Full controller support","Casual (25), Anime (12), VR (12), Card Game (5)",1,2722 +/- 1605,2474 +/- 1530,90.89%
724870,Glorious Noon,0,14-Nov-17,72%,22,Jehan Kobe Chang,Jehan Kobe Chang,"Action, Free to Play, Indie","Single-player, Steam Workshop","Free to Play (24), Action (23), Indie (22), VR (9)",2,9155 +/- 2944,5196 +/- 2218,56.76%
639280,Lander 8009 VR,14.99,16-Jun-17,0%,0,Ivanovich Games,Ivanovich Games,"Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access","Single-player, Steam Leaderboards",,1,1478 +/- 1445,1108 +/- 1252,74.97%
639460,Zombie Riot,19.99,25-May-17,77%,18,PlaySide VR,PlaySide VR,"Action, Adventure, Casual, Indie, RPG, Strategy","Single-player, Steam Leaderboards","Action (22), Indie (21), RPG (20), Casual (20), Strategy (20), Adventure (20), VR (7)",3,1499 +/- 2076,1499 +/- 2076,100.00%
