Time Recorded,Total Apps,Store Entry Used,,,,,,,,,,,,
2/22/2018 11:25,1613,http://store.steampowered.com/search/?tags=21978&vrsupport=401,,,,,,,,,,,,
,,,,,,,,,,,,,,
Steam App ID,Game Name,Price,Release Date,Positive Review Percentage,Reviews Count,Developer,Publisher,Genre,Category,Tags,Peak User Yesterday,Number of Owners,Number of Players,Percentage of Actual Players in the Owners
552300,Soldier Sortie :VR Agent 006,19.99,16-Dec-16,0%,0,"Shandong Jerei Digital Technology Co.,LTD.","Shandong Jerei Digital Technology Co.,LTD.","Violent, Gore, Action, Adventure, Strategy","Single-player, Steam Achievements","Adventure (22), Violent (21), Action (21), Gore (21), Strategy (20), VR (7)",1,747 +/- 1034,747 +/- 1034,100.00%
554470,BladeShield,2.99,28-Nov-16,100%,18,"Rank17, Silicon Storm",Rank17,"Action, Casual","Single-player, Steam Leaderboards","Casual (21), Action (21), VR (6)",3,2722 +/- 1605,2227 +/- 1452,81.81%
565190,Spacecats with Lasers VR,4.99,19-Dec-16,0%,0,"Bitten Toast Games Inc., Guilherme Cunha, Daniel Snd, Thiago Adamo",Bitten Toast Games Inc.,Action,Single-player,"Action (21), VR (5), VR Only (1)",1,2216 +/- 1770,739 +/- 1022,33.35%
566180,Fractal,6.99,12-Jan-17,0%,0,Phosphene Designs LLC,Phosphene Designs LLC,"Action, Adventure, Indie, Early Access",Single-player,"Early Access (24), Adventure (21), Action (21), Indie (21), VR (5), VR Only (1)",1,4207 +/- 1995,1732 +/- 1280,41.17%
566270,Child Of Ault,9.99,24-Jan-17,84%,26,Hangzhou NezhaGames,Hangzhou NezhaGames,"Action, Adventure","Single-player, Steam Trading Cards","Action (32), Adventure (31), VR (12), Casual (11), Fantasy (11), First-Person (11), Sports (11), Shooter (11), Cartoon (10)",1,8166 +/- 2780,6434 +/- 2467,78.79%
566640,DinoFense,14.99,23-Dec-16,0%,0,Team 6,Blue Goji,"Action, Casual, Indie, Strategy","Single-player, Full controller support","Indie (22), Action (22), Casual (22), Strategy (21), VR (7), VR Only (1)",,-1 +/- ,-1 +/- ,%
557460,ToledoVR,8.99,16-Jan-17,0%,0,SomeDudes,SomeDudes,"Violent, Action, Strategy, Early Access","Single-player, Local Multi-Player, Co-op, Local Co-op, Cross-Platform Multiplayer","Early Access (24), Strategy (21), Action (21), Violent (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
550160,Street Champ VR,0.99,8-Dec-16,100%,17,Zynk Software Srl,Zynk Software Srl,"Action, Adventure, Simulation","Single-player, Steam Leaderboards","Adventure (22), Action (22), Simulation (21), VR (14)",1,1121 +/- 1266,1121 +/- 1266,100.00%
549760,Evolution VR,9.99,3-Feb-17,86%,15,Magic Tavern,Magic Tavern,"Action, Casual, Indie, Strategy",Single-player,"Indie (32), Casual (23), Strategy (22), Action (22), VR (11)",1,25734 +/- 4935,14352 +/- 3686,55.77%
549920,VRchaeology: Prologue,0,1-Dec-16,86%,23,Play Nicely,Play Nicely,"Adventure, Casual, Free to Play",Single-player,"Free to Play (24), Adventure (23), Casual (22), VR (9)",1,15342 +/- 3811,6434 +/- 2467,41.94%
566870,VR Monster Awakens,12.99,22-Dec-16,80%,15,FIGHT4DREAM LIMITED,FIGHT4DREAM LIMITED,"Action, Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Leaderboards","Early Access (24), Action (21), Indie (20), Simulation (20), Destruction (20), VR (17), First-Person (10), Sandbox (10), Arcade (10)",2,990 +/- 968,742 +/- 838,74.95%
566900,Wacky Wings VR,4.99,16-Jan-17,100%,12,Pocket Money Games,Pocket Money Games ,"Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support","Casual (21), Indie (21), Racing (21), Action (11), Family Friendly (11), VR (7)",1,5691 +/- 2321,2227 +/- 1452,39.13%
566980,Crashimals,7.99,7-Sep-17,0%,0,Rogue Earth LLC,GAMEPUMP,"Action, Casual, Indie, Strategy",Single-player,"Early Access (25), Indie (22), Strategy (21), Casual (21), Action (21), VR (6), VR Only (1)",1,-1 +/- ,-1 +/- ,%
557670,Spooky Night,0,31-Dec-16,93%,16,AurealStudio,AurealStudio,"Action, Casual, Free to Play, Indie, Strategy",Single-player,"Free to Play (26), Casual (25), Action (25), Indie (24), Strategy (23), VR (14)",1,12372 +/- 3422,7423 +/- 2651,60.00%
557730,I Hate Santa,2.99,2-Dec-16,0%,0,VirtualRock VR,VirtualRock VR,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards","Action (22), Indie (21), Casual (21), VR (6), VR Only (1)",1,2474 +/- 1530,-1 +/- ,%
560150,PLANNES,14.99,8-Dec-16,0%,0,"Tricol Co., Ltd.","Tricol Co., Ltd.","Action, Indie, Sports","Single-player, Online Multi-Player, Local Multi-Player, Cross-Platform Multiplayer, Steam Trading Cards","Sports (21), Indie (21), Action (21), VR (5), VR Only (1)",,1121 +/- 1266,-1 +/- ,%
556830,GemWars,7.99,29-Nov-16,0%,0,"uyi technology Co,Ltd","uyi technology Co,Ltd","Action, Adventure, Casual, Simulation",Single-player,"Action (21), Casual (21), Adventure (21), Simulation (20), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
774401,Scrap Attack VR,9.99,18-Jan-18,0%,0,VISR,VISR Dynamics Ltd ,"Action, Casual, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards",,2,-1 +/- ,-1 +/- ,%
560550,void LINK,9.99,27-Dec-17,100%,13,Zentrifuge,Zentrifuge,"Casual, Indie, Strategy, Early Access","Multi-player, Online Multi-Player, Steam Cloud, Stats, Steam Leaderboards","Early Access (36), Strategy (32), Indie (32), Casual (32), VR (18), RTS (12), Space (12), PvP (10), e-sports (10), MOBA (10)",1,750 +/- 1468,-1 +/- ,%
573360,Warka Flarka Flim Flam,1.99,22-Dec-16,92%,13,"Cabbibo, Mikael Emtinger",Cabbibo,"Casual, Indie",Single-player,"Indie (21), Casual (21), VR (6)",,1121 +/- 1266,747 +/- 1034,66.64%
571860,Galactic Core: The Lost Fleet (VR),9.99,17-Mar-17,0%,0,Portal Studios,Portal Studios,"Action, Casual, Indie","Single-player, Steam Achievements",,1,-1 +/- ,-1 +/- ,%
573550,GoalkeepVr,3.99,6-Jan-17,93%,16,DigitalBadger Design,DigitalBadger Design,"Action, Simulation, Sports","Single-player, Local Multi-Player, Shared/Split Screen, Stats, Steam Leaderboards","Action (21), Sports (21), Simulation (21), VR (7), VR Only (1)",1,3217 +/- 1745,1108 +/- 1252,34.44%
594200,Don't Get Hit In The Face,6.99,1-Jan-18,0%,0,"DracoSoftware, LLC","DracoSoftware, LLC","Action, Indie","Single-player, Steam Achievements, Steam Leaderboards",,1,750 +/- 1468,750 +/- 1468,100.00%
595990,Princess Kidnapper 2 - VR,0.99,20-Mar-17,0%,0,Magic Era,Magic Era,"Action, Adventure, Sports",Single-player,,,1499 +/- 2076,750 +/- 1468,50.03%
599420,The Raiders,7.99,2-Mar-17,0%,0,Applemint,Applemint,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Cloud","Indie (21), Action (21), Casual (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
599430,War of Castle VR,15.99,13-Mar-17,0%,0,lemonvr,lemonvr,"Action, Indie, Massively Multiplayer, Early Access","Single-player, Multi-player, Local Multi-Player","Early Access (24), Indie (21), Massively Multiplayer (21), Action (21), VR (5), VR Only (1)",2,745 +/- 1459,-1 +/- ,%
608870,Phantasma VR,9.99,12-Jun-17,94%,18,The Shady Gentlemen,The Shady Gentlemen,"Adventure, Indie",Single-player,"Adventure (31), Indie (30), VR (14), Puzzle (12), Horror (11), Conspiracy (11), Surreal (11), Psychological Horror (11), Cartoony (10), Psychedelic (10), Dark Humor (10), Thriller (10), Supernatural (10), Atmospheric (10), Narration (10), Modern (10), Drama (10), Funny (10), Satire (10), Experimental (10)",1,732 +/- 1434,-1 +/- ,%
609010,Mech League Boxing,9.99,10-Jan-18,0%,0,VRGEN,VRGEN,"Action, Simulation, Sports",Single-player,,1,732 +/- 1434,-1 +/- ,%
557670,Spooky Night,0,31-Dec-16,93%,16,AurealStudio,AurealStudio,"Action, Casual, Free to Play, Indie, Strategy",Single-player,"Free to Play (26), Casual (25), Action (25), Indie (24), Strategy (23), VR (14)",1,12372 +/- 3422,7423 +/- 2651,60.00%
557730,I Hate Santa,2.99,2-Dec-16,0%,0,VirtualRock VR,VirtualRock VR,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Leaderboards","Action (22), Indie (21), Casual (21), VR (6), VR Only (1)",1,2474 +/- 1530,-1 +/- ,%
556830,GemWars,7.99,29-Nov-16,0%,0,"uyi technology Co,Ltd","uyi technology Co,Ltd","Action, Adventure, Casual, Simulation",Single-player,"Action (21), Casual (21), Adventure (21), Simulation (20), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
774401,Scrap Attack VR,9.99,18-Jan-18,0%,0,VISR,VISR Dynamics Ltd ,"Action, Casual, Indie","Single-player, Steam Achievements, Stats, Steam Leaderboards",,2,-1 +/- ,-1 +/- ,%
559280,Snailiens,14.99,31-Jan-17,0%,0,562 Interactive,562 Interactive LLC.,"Action, Indie, Strategy, Early Access",Single-player,"Early Access (24), Indie (21), Action (21), Strategy (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
560150,PLANNES,14.99,8-Dec-16,0%,0,"Tricol Co., Ltd.","Tricol Co., Ltd.","Action, Indie, Sports","Single-player, Online Multi-Player, Local Multi-Player, Cross-Platform Multiplayer, Steam Trading Cards","Sports (21), Indie (21), Action (21), VR (5), VR Only (1)",,1121 +/- 1266,-1 +/- ,%
554470,BladeShield,2.99,28-Nov-16,100%,18,"Rank17, Silicon Storm",Rank17,"Action, Casual","Single-player, Steam Leaderboards","Action (21), Casual (21), VR (6)",3,2722 +/- 1605,2227 +/- 1452,81.81%
552060,Escape!VR -The Basement-,8.99,7-Nov-16,89%,38,Sourcenity GmbH,Sourcenity GmbH,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud","Adventure (21), Indie (20), VR (8)",2,1485 +/- 1185,747 +/- 1034,50.30%
552220,Invaders!,4.99,8-Nov-16,0%,0,Jake Cantrell,Cantrell Solutions,"Action, Adventure, Strategy",Single-player,"Adventure (21), Action (21), Strategy (21), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
552230,Doomsday Survival:Training,9.99,30-Nov-16,83%,12,CrazyAi,CrazyAi,"Action, Casual, Indie, Sports","Single-player, Online Multi-Player, Steam Achievements","Casual (21), Indie (21), Sports (21), Action (21), VR (6)",1,-1 +/- ,-1 +/- ,%
552300,Soldier Sortie :VR Agent 006,19.99,16-Dec-16,0%,0,"Shandong Jerei Digital Technology Co.,LTD.","Shandong Jerei Digital Technology Co.,LTD.","Violent, Gore, Action, Adventure, Strategy","Single-player, Steam Achievements","Adventure (22), Action (21), Gore (21), Violent (21), Strategy (20), VR (7)",1,747 +/- 1034,747 +/- 1034,100.00%
567730,Merry Snowballs,5.99,15-Dec-16,88%,34,Hatrabbit Entertainment,Hatrabbit Entertainment,"Action, Casual, Sports","Single-player, Steam Trading Cards, Steam Leaderboards","Sports (31), Action (31), Casual (31), VR (17), Indie (11), Singleplayer (11), Family Friendly (11), Character Action Game (6)",4,2969 +/- 1676,2474 +/- 1530,83.33%
562320,Locked In VR,5.99,1-Dec-16,85%,35,Immersion,Immersion,"Violent, Gore, Adventure, Indie","Single-player, Steam Achievements","Indie (22), Violent (22), Adventure (22), Gore (22), VR (8)",1,2969 +/- 1676,1980 +/- 1368,66.69%
557850,Magnificent Ships: Volume 1,9.99,28-Nov-16,90%,11,VROOM,VROOM,Casual,"Single-player, Full controller support","Casual (20), VR (6)",1,-1 +/- ,-1 +/- ,%
563830,Historium VR - Relive the history of Bruges,7.99,2-Dec-16,91%,12,Sevenedge Interactive Media,Historium Bruges,"Adventure, Casual",Single-player,"Adventure (22), Casual (21), Historical (10), VR (6)",,739 +/- 1022,745 +/- 1459,100.81%
560970,Fireworks Desert Blast,0,22-Dec-16,80%,15,Karman Interactive,Karman Interactive,Simulation,Single-player,"Simulation (20), VR (6)",1,5939 +/- 2371,3712 +/- 1874,62.50%
577850,Tiny Wheels,1.99,6-Jan-17,86%,23,Robbie Tilton,Robbie Tilton,Simulation,Single-player,"Simulation (20), VR (6)",,739 +/- 1022,739 +/- 1022,100.00%
579050,VRSailing by BeTomorrow,0,12-Jan-17,88%,45,BeTomorrow,BeTomorrow,"Indie, Simulation, Sports",Single-player,"Simulation (23), Sports (22), Indie (21), VR (7)",1,18064 +/- 4135,11877 +/- 3353,65.75%
578610,Super Pixel Smash,7.99,25-Jan-17,0%,0,Rank17,Rank17,"Action, Casual, Indie, Sports","Single-player, Steam Leaderboards","Indie (21), Sports (21), Action (21), Casual (21), VR (6), VR Only (1)",1,2223 +/- 1776,1482 +/- 1450,66.67%
578660,Kindled Cavern,4.99,13-Jan-17,0%,0,Pretty Okay Games,Pretty Okay Games,"Action, Adventure, Indie",Single-player,"Adventure (22), Action (21), Indie (21), VR (6), VR Only (1)",,-1 +/- ,-1 +/- ,%
530830,Sophie's Guardian,8.99,21-Oct-16,80%,10,"GameCoder Studios, Render Farm Studios","GameCoder Studios, Render Farm Studios","Action, Indie, Early Access","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Leaderboards","Early Access (24), Indie (21), Action (21), Horror (13), Local Multiplayer (12), VR (12), Survival Horror (10)",1,1108 +/- 1252,1108 +/- 1252,100.00%
589170,Panzer Panic VR,9.99,15-Mar-17,0%,0,HandyGames,HandyGames,"Action, Casual","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats",,,2722 +/- 1605,1732 +/- 1280,63.63%
589250,PowersVR,9.99,8-Feb-17,87%,24,Pseudocode Games,Pseudocode Games,"Action, Simulation, Early Access",Single-player,"Early Access (35), Action (31), Simulation (21), VR (13), Comic Book (12), Superhero (12)",3,1852 +/- 1621,1482 +/- 1450,80.02%
589280,Stunt Kite Masters VR,4.99,1-Jun-17,100%,16,HandyGames,HandyGames,"Action, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Simulation (21), Action (21), Sports (21), VR (8), VR Only (1)",1,2722 +/- 1605,990 +/- 968,36.37%
588350,VR Meditation SkyRun,0.99,23-Feb-17,0%,0,Weekend Soft,Weekend Soft,Education,Partial Controller Support,,,745 +/- 1459,745 +/- 1459,100.00%
588410,Virtual Sports,19.99,29-Mar-17,84%,38,Free Range Games,Vive Studios,"Action, Casual, Simulation, Sports","Single-player, Online Multi-Player","Sports (21), Action (21), Simulation (21), Casual (21), VR (6)",4,2955 +/- 2044,1847 +/- 1616,62.50%
589680,Chainless,4.99,24-Mar-17,0%,0,Albert MN.,Albert MN.,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards",,,-1 +/- ,-1 +/- ,%
584040,Journey: Benjamin's Adventures,2.99,21-Feb-17,0%,0,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","Casual, Indie",Single-player,"Indie (21), Casual (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
582030,Oblivion Tesseract VR,0,19-Apr-17,0%,0,Epotech,Epotech,"Action, Indie, RPG, Strategy",Single-player,,1,2969 +/- 1676,1478 +/- 1445,49.78%
582210,VRemin (A Virtual Theremin),0.99,6-Feb-17,86%,15,hOSHI,hOSHI,Simulation,"Single-player, Steam Trading Cards","Simulation (22), VR (6)",2,2969 +/- 1676,1732 +/- 1280,58.34%
573270,Alcatraz: VR Escape Room,4.99,27-Dec-16,83%,24,OriginsVR,OriginsVR,"Adventure, Indie, RPG, Simulation",Single-player,"Adventure (21), Indie (21), Simulation (21), RPG (20), VR (8)",1,2969 +/- 1676,2474 +/- 1530,83.33%
573360,Warka Flarka Flim Flam,1.99,22-Dec-16,92%,13,"Cabbibo, Mikael Emtinger",Cabbibo,"Casual, Indie",Single-player,"Indie (21), Casual (21), VR (6)",,1121 +/- 1266,747 +/- 1034,66.64%
571860,Galactic Core: The Lost Fleet (VR),9.99,17-Mar-17,0%,0,Portal Studios,Portal Studios,"Action, Casual, Indie","Single-player, Steam Achievements",,1,-1 +/- ,-1 +/- ,%
573550,GoalkeepVr,3.99,6-Jan-17,93%,16,DigitalBadger Design,DigitalBadger Design,"Action, Simulation, Sports","Single-player, Local Multi-Player, Shared/Split Screen, Stats, Steam Leaderboards","Action (21), Sports (21), Simulation (21), VR (7), VR Only (1)",1,3217 +/- 1745,1108 +/- 1252,34.44%
572130,Flock VR,2.99,24-Dec-16,0%,0,"Object Normal, Holojam","Object Normal, Holojam","Casual, Indie, Simulation",Single-player,"Indie (21), Casual (21), Simulation (20), VR (6), VR Only (1)",,2474 +/- 1530,1491 +/- 2064,60.27%
574890,Forgotten Chambers,19.99,21-Apr-17,94%,17,Tpot Studio,Tpot Studio,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud","Adventure (21), Action (21), Indie (21), Casual (10), VR (7)",,1111 +/- 1255,1111 +/- 1255,100.00%
576750,Ropes And Dragons VR,0.99,21-Apr-17,85%,20,nobodyshot,nobodyshot,"Action, Adventure, Indie","Single-player, Steam Achievements","Indie (31), Adventure (21), Action (21), VR (8)",2,76461 +/- 8507,72007 +/- 8256,94.17%
576820,Colourise,7.99,21-Apr-17,0%,0,Field Tested,Field Tested,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud",,,745 +/- 1459,-1 +/- ,%
577440,Kygo 'Carry Me' VR Experience,1.99,2-Feb-17,88%,26,MPC VR,Sony Music Entertainment,Casual,Single-player,"Casual (21), VR (7)",1,1121 +/- 1266,1121 +/- 1266,100.00%
577640,Space Station Loma: OPERATIONS,13.99,17-Mar-17,0%,0,Bison,Spielmann Solutions,"Action, Casual, Indie, Early Access","Single-player, Local Multi-Player",,1,-1 +/- ,-1 +/- ,%
576370,Cubians VR,9.99,16-Feb-17,0%,0,IKINA GAMES,IKINA GAMES,"Casual, Strategy",Single-player,"Strategy (21), Casual (20), VR (6), VR Only (1)",1,2474 +/- 1530,1491 +/- 2064,60.27%
582210,VRemin (A Virtual Theremin),0.99,6-Feb-17,86%,15,hOSHI,hOSHI,Simulation,"Single-player, Steam Trading Cards","Simulation (22), VR (6)",2,2969 +/- 1676,1732 +/- 1280,58.34%
583500,Galaxis Wars,11.99,30-May-17,0%,0,Clear Ink Studios,Clear Ink Studios,"Action, Indie, Simulation, Strategy","Single-player, Steam Cloud",,,2242 +/- 1791,-1 +/- ,%
587710,Xenobox VR,9.99,1-Jul-17,0%,0,Motion Games Studio,Motion Games Studio,"Action, Indie, Early Access","Single-player, Steam Achievements, Stats, Steam Leaderboards",,2,1491 +/- 2064,745 +/- 1459,49.97%
587730,Orbital Injection,1.99,1-Feb-17,0%,0,Packet39,Packet39,"Casual, Simulation",Single-player,"Casual (21), Simulation (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
576720,Light And Dance VR,2.99,3-Mar-17,80%,10,Hermann Fischer,Hermann Fischer,"Simulation, Sports",Single-player,"Sports (31), Simulation (31), VR (16), Action (11)",1,2722 +/- 1605,1121 +/- 1266,41.18%
530830,Sophie's Guardian,8.99,21-Oct-16,80%,10,"GameCoder Studios, Render Farm Studios","GameCoder Studios, Render Farm Studios","Action, Indie, Early Access","Single-player, Local Multi-Player, Shared/Split Screen, Steam Achievements, Partial Controller Support, Steam Leaderboards","Early Access (24), Action (21), Indie (21), Horror (13), Local Multiplayer (12), VR (12), Survival Horror (10)",1,1108 +/- 1252,1108 +/- 1252,100.00%
589170,Panzer Panic VR,9.99,15-Mar-17,0%,0,HandyGames,HandyGames,"Action, Casual","Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats",,,2722 +/- 1605,1732 +/- 1280,63.63%
589250,PowersVR,9.99,8-Feb-17,87%,24,Pseudocode Games,Pseudocode Games,"Action, Simulation, Early Access",Single-player,"Early Access (35), Action (31), Simulation (21), VR (13), Comic Book (12), Superhero (12)",3,1852 +/- 1621,1482 +/- 1450,80.02%
589280,Stunt Kite Masters VR,4.99,1-Jun-17,100%,16,HandyGames,HandyGames,"Action, Simulation, Sports","Single-player, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards","Action (21), Sports (21), Simulation (21), VR (8), VR Only (1)",1,2722 +/- 1605,990 +/- 968,36.37%
588350,VR Meditation SkyRun,0.99,23-Feb-17,0%,0,Weekend Soft,Weekend Soft,Education,Partial Controller Support,,,745 +/- 1459,745 +/- 1459,100.00%
588410,Virtual Sports,19.99,29-Mar-17,84%,38,Free Range Games,Vive Studios,"Action, Casual, Simulation, Sports","Single-player, Online Multi-Player","Casual (21), Sports (21), Action (21), Simulation (21), VR (6)",4,2955 +/- 2044,1847 +/- 1616,62.50%
584040,Journey: Benjamin's Adventures,2.99,21-Feb-17,0%,0,"Viriver Network Technology Co., Ltd.","Viriver Network Technology Co., Ltd.","Casual, Indie",Single-player,"Casual (21), Indie (21), VR (5), VR Only (1)",,-1 +/- ,-1 +/- ,%
591610,Deep End,14.99,31-Mar-17,0%,0,Red Line Reality,Red Line Reality,"Action, Indie","Single-player, Steam Achievements",,,-1 +/- ,-1 +/- ,%
591680,Taphouse VR,0,17-Oct-17,94%,38,Catland,Catland,"Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards","Early Access (25), Simulation (22), Indie (21), VR (12), Physics (10), Funny (10), VR Only (1)",3,8166 +/- 2780,5691 +/- 2321,69.69%
575210,Happy Drummer VR,4.99,24-Jan-17,84%,39,Lusionsoft,Lusionsoft,"Casual, Simulation","Single-player, VR Support, Steam Leaderboards","Casual (21), Simulation (21), VR (6)",1,1980 +/- 1368,1485 +/- 1185,75.00%
602010,Plank not included,9.99,28-Feb-17,88%,17,4 Fun Studio,4 Fun Studio,"Casual, Indie, Simulation",Single-player,"Casual (22), Indie (21), Simulation (19), VR (8), VR Only (1)",6,3464 +/- 1811,1980 +/- 1368,57.16%
602630,Diorama Worlds,3.99,13-Jun-17,100%,13,Mixed Reality Worlds,Mixed Reality Worlds,"Casual, Indie, Simulation","Single-player, Includes level editor","Simulation (23), Indie (22), Casual (22), Sandbox (14), City Builder (12), VR (12), Building (12), Level Editor (11), Base-Building (11), VR Only (1)",1,745 +/- 1459,745 +/- 1459,100.00%
